	drugbankId	name	ttd_id	pubchem_cid	cas_num	chembl_id	zinc_id	chebi_id	kegg_cid	kegg_id	bindingDB_id	UMLS_cuis	stitch_id
2148	DB00153	Ergocalciferol	D06JPB	5280793.0	50-14-6	CHEMBL1536	ZINC000004629876	28934	C05441	D00187		C0014695	CID005280793
2150	DB00158	Folic acid	D0Z0DW	6037.0	59-30-3	CHEMBL1622	ZINC000008577218	27470	C00504	D00070	50237629.0	C0016410,C0178638,C0699376	CID000006037
2151	DB00159	Icosapent	D0G2MW	446284.0	10417-94-4	CHEMBL460026	ZINC000004474603	28364	C06428	D08061	50242349.0	C0000545	CID000446284
2180	DB00162	Vitamin A	D0S7WX	445354.0	68-26-8	CHEMBL986	ZINC000003831417	17336	C17276	D00069	50092056.0	C0087161	CID000445354
2184	DB00165	Pyridoxine	D07MUN	1054.0	65-23-6	CHEMBL1364	ZINC000000049154	16709	C00314		50103505.0	C0034272,C0087162	CID000001054
2222	DB01420	Testosterone propionate	D0SP7S	5995.0	57-85-2	CHEMBL1170	ZINC000000490791	9466	C08158	D00959	50215709.0	C0039607	CID000005995
2231	DB01421	Paromomycin	D04NDM	165580.0	7542-37-2	CHEMBL370143	ZINC000060183170	7934	C00832		50240054.0	C0030576	CID100004689
2270	DB00104	Octreotide	D02XIY	448601.0	83150-76-9	CHEMBL1680		7726	C07306	D00442	50272772.0	C0028833	CID100054373
2277	DB00107	Oxytocin	D0M3FJ	439302.0	50-56-6	CHEMBL395429		7872	C00746	D00089		C0030095	CID100005771
2280	DB01438	Phenazopyridine	D00VUL	4756.0	94-78-0	CHEMBL1242	ZINC000095483532	71416	C07429	D08346	50420356.0	C0031379	CID000004756
2284	DB00106	Abarelix	D01AHO	16131215.0	183552-38-7	CHEMBL1252		337298		D02738	50102442.0	C0965390	CID016131215
2287	DB00109	Enfuvirtide	D06GBQ	24847866.0	159519-65-0	CHEMBL525076					50271301.0	C0537439	CID116130199
2318	DB00115	Cyanocobalamin	D0X4NX	70678590.0	68-19-9	CHEMBL2110563		17439	C02823	D00166		C0042845	CID100002891
2367	DB00122	Choline	D08DAE	305.0	62-49-7	CHEMBL920	ZINC000003079337	15354	C00114	D07690	50026220.0	C0008405,C4256151,C4256152	CID100000305
2374	DB00125	Arginine	D0F5DO	6322.0	74-79-3	CHEMBL1485	ZINC000001532525	16467	C00062	D02982	21959.0	C0003765	CID000006322
2417	DB00176	Fluvoxamine	D03HFG	3404.0	54739-18-3	CHEMBL814	ZINC000003872605	5138	C07571	D07984	50028091.0	C0085228	CID100003404
2418	DB00177	Valsartan	D06UDG	60846.0	137862-53-4	CHEMBL1069	ZINC000003875259	9927		D00400	50049186.0	C0216784	CID000060846
2420	DB00175	Pravastatin	D02RQU	54687.0	81093-37-0	CHEMBL1144	ZINC000003798763	63618	C01844	D08410	20688.0	C0085542	CID000054687
2421	DB00178	Ramipril	D01STB	5362129.0	87333-19-5	CHEMBL1168	ZINC000003798757	8774		D00421	50084681.0	C0072973	CID005362129
2438	DB00180	Flunisolide	D0FM2P	82153.0	3385-03-3	CHEMBL1512	ZINC000004097305	5106	C07005	D00324		C0060501,C1646276	CID000082153
2440	DB00184	Nicotine	D0T8GD	89594.0	54-11-5	CHEMBL3	ZINC000000391812	17688	C00745	D03365	82070.0	C0028040,C0068722,C4490579	CID000089594
2441	DB00181	Baclofen	D01AJY	2284.0	1134-47-0	CHEMBL701		2972		D00241	24182.0	C0004609,C4256145	CID000002284
2442	DB00182	Amphetamine	D05BMG	3007.0	300-62-9	CHEMBL405		132233	C07514	D07445	50005246.0	C0002658,C0011812,C0301063	CID000003007
2443	DB00187	Esmolol	D03XTC	59768.0	81147-92-4	CHEMBL768		88206	C06980	D07916	50404796.0	C0116569	CID000059768
2444	DB00188	Bortezomib	D0SH3I	387447.0	179324-69-7	CHEMBL325041	ZINC000169746649	52717		D03150	50069989.0	C1176309	CID000387447
2445	DB00185	Cevimeline	D0Q4CS	25137844.0	107233-08-9	CHEMBL168815		3568		D00661		C0093437	CID100002684
2446	DB00186	Lorazepam	D0E0OG	3958.0	846-49-1	CHEMBL580		6539		D00365	50292627.0	C0024002	CID000003958
2461	DB00190	Carbidopa	D0P7JZ	34359.0	28860-95-9	CHEMBL1201236	ZINC000019168887	39585	C-DOPA	D00558	50418773.0	C0006982,C1881339	CID000034359
2462	DB00191	Phentermine	D0U0RZ	4771.0	122-09-8	CHEMBL1574	ZINC000008403947	8080	C07438	D05458	50246598.0	C0031447,C0724659	CID000004771
2464	DB00195	Betaxolol	D03ROX	2369.0	63659-18-7	CHEMBL423		3082	C06849	D07526	50405521.0	C0005320	CID000002369
2466	DB00193	Tramadol	D05GKD	33741.0	27203-92-5	CHEMBL1066	ZINC000000000853	75725	C07153	D08623	50176259.0	C0040610	CID000033741
2467	DB00198	Oseltamivir	D0O5NK	65028.0	196618-13-0	CHEMBL1229	ZINC000003929508	7798	C08092	D00900	5025.0	C0874161	CID000065028
2468	DB00199	Erythromycin	D02YIZ	12560.0	114-07-8	CHEMBL532	ZINC000085534336	42355	C01912	D00140	50344942.0	C0014806,C0600214	CID000012560
2469	DB00196	Fluconazole	D09LNI	3365.0	86386-73-4	CHEMBL106	ZINC000000004009	46081		D00322	25817.0	C0016277,C0699601,C4082694	CID000003365
2470	DB00197	Troglitazone	D06XZW	5591.0	97322-87-7	CHEMBL408		9753		D00395	50088494.0	C0245514	CID000005591
2500	DB02831	Dihydrogenphosphate		1003.0	29505-79-1			39745			50155534.0		CID000001003
2603	DB00202	Succinylcholine	D0Q7ZQ	5314.0	306-40-1	CHEMBL703	ZINC000001530820	45652	C07546		50061568.0	C0038627	CID000005314
2606	DB00203	Sildenafil	D0Z7ZM	5212.0	139755-83-2	CHEMBL192	ZINC000019796168	9139	C07259	D08514	14390.0	C0529793	CID000005212
2609	DB00200	Hydroxocobalamin	D0VF4H	70678542.0	13422-51-0	CHEMBL2103737		27786	C08230	D01027		C0003663,C0020316,C4256142	CID104479097
2611	DB00201	Caffeine	D0B3HD	2519.0	58-08-2	CHEMBL113	ZINC000000001084	27732	C07481	D00528	10849.0	C0006644,C1170114	CID000002519
2614	DB00206	Reserpine	D0J4JM	5770.0	50-55-5	CHEMBL772	ZINC000003938746	28487	C06539	D00197	50017712.0	C0035179	CID000005770
2617	DB00207	Azithromycin	D03HJK	447043.0	83905-01-5	CHEMBL529	ZINC000085537026	2955	C06838		50373918.0	C0052796	CID000447043
2620	DB00204	Dofetilide	D0NW3X	71329.0	115256-11-6	CHEMBL473	ZINC000000596731	4681	C07751	D00647	50031720.0	C0114771	CID000071329
2623	DB00205	Pyrimethamine	D0C0SK	4993.0	58-14-0	CHEMBL36	ZINC000000057464	8673	C07391	D00488	18512.0	C0034283,C4256138,C4256139,C4256140,C4256141	CID000004993
2626	DB00208	Ticlopidine	D05LBU	5472.0	55142-85-3	CHEMBL833	ZINC000019594599	9588	C07140	D08594	85509.0	C0040207	CID000005472
2627	DB00209	Trospium	D05TIB	5284632.0	47608-32-2	CHEMBL1888176	ZINC000100016084	145791		D01103		C0772089	CID100005596
2692	DB00250	Dapsone	D0MA9N	2955.0	80-08-0	CHEMBL1043	ZINC000000006310	4325	C07666	D00592	50029764.0	C0010980	CID000002955
2693	DB01580	Oxprenolol	D0X2MB	4631.0	6452-71-7	CHEMBL546		91704		D08318	50240370.0	C0030040	CID000004631
2694	DB00253	Medrysone	D04SFH	247839.0	2668-66-8	CHEMBL1201173	ZINC000003977945	34829	C14643	D02289		C0065865	CID000247839
2695	DB00254	Doxycycline	D0S0LZ	54671203.0	564-25-0	CHEMBL1433	ZINC000016052277	50845	C06973	D07876	50041429.0	C0013090,C2699808	CID054671203
2697	DB00251	Terconazole	D01AQT	441383.0	67915-31-5	CHEMBL1306	ZINC000003873936	82980	C08080	D00888	50375318.0	C0076115	CID000441383
2699	DB00252	Phenytoin	D0E4DW	1775.0	57-41-0	CHEMBL16	ZINC000002510358	8107	C07443	D00512	50003655.0	C0031507	CID000001775
2701	DB00257	Clotrimazole	D09GOS	2812.0	23593-75-1	CHEMBL104	ZINC000003807804	3764	C06922	D00282	31774.0	C0009074	CID000002812
2702	DB01589	Quazepam	D03NPH	4999.0	36735-22-5	CHEMBL1200472	ZINC000000538266	8694	C07336	D00457		C0072828	CID000004999
2703	DB00258	Calcium acetate	D0F1GS	6116.0	62-54-4	CHEMBL1200800		3310		D00931		C0717537	CID000006116
2707	DB00256	Lymecycline	D04VEJ	54707177.0	992-21-2	CHEMBL2103929	ZINC000053682936	59040		D06884		C0024200	CID154687131
2708	DB01586	Ursodeoxycholic acid	D0G3SH	31401.0	128-13-2	CHEMBL1551	ZINC000003914809	9907	C07880	D00734	53721.0	C0042105,C0178882	CID000031401
2709	DB00259	Sulfanilamide	D0L4JT	5333.0	63-74-1	CHEMBL21	ZINC000000002101	45373	C07458	D08543	10857.0	C0038702,C4256125,C4256126	CID000005333
2730	DB00260	Cycloserine	D02WFK	6234.0	68-41-7	CHEMBL771	ZINC000034676245	40009	C08057		50038178.0	C0010590,C4256124	CID000006234
2731	DB01592	Iron	D0Y3TM	23925.0	7439-89-6			18248	C00023			C0302583,C0876769,C1166521,C3186047,C3245083	CID000023925
2732	DB00261	Anagrelide	D0D1HW	2182.0	68475-42-3	CHEMBL760	ZINC000003871541	142290		D07455	50000334.0	C0051809	CID000002182
2733	DB01591	Solifenacin	D0L4YD	154059.0	242478-37-1	CHEMBL1734	ZINC000003936683	135530		D08522	50370682.0	C1099677	CID100154058
2734	DB01590	Everolimus	D0K3QS	6442177.0	159351-69-6	CHEMBL1908360	ZINC000169677008	68478		D02714	50088378.0	C0541315	CID006442177
2735	DB00264	Metoprolol	D0I2MK	4171.0	51384-51-1	CHEMBL13	ZINC100028197	6904	C07202	D02358	25756.0	C0025859	CID000004171
2736	DB00265	Crotamiton	D0T3NY	2883.0	483-63-6	CHEMBL1200709	ZINC000000056427	31439	Crotan	D01381	50240091.0	C0056519	CID100002883
2737	DB01595	Nitrazepam	D0T5WK	4506.0	146-22-5	CHEMBL13209	ZINC000004311748	7581	C07487	D00531	50020856.0	C0028126	CID000004506
2738	DB00262	Carmustine	D01OXI	2578.0	154-93-8	CHEMBL513	ZINC000003830387	3423	C06873	D00254	50015950.0	C0007257,C1516302	CID000002578
2741	DB01593	Zinc		23994.0	7440-66-6	CHEMBL1201279		30185	C00038		50259154.0	C0043481,C0795680	CID000023994
2742	DB00268	Ropinirole	D0R9EQ	5095.0	91374-21-9	CHEMBL589	ZINC000000002041	8888	C07564	D08489	50020680.0	C0244821	CID000005095
2766	DB00271	Diatrizoate	D0T9DT	2140.0	117-96-4	CHEMBL1201220	ZINC000004097476	53691		D01013	62875.0	C0002496,C0012004,C0022034,C0147942,C0733899,C4082381	CID000002140
2768	DB00270	Isradipine	D0Z7KE	3784.0	75695-93-1	CHEMBL1648		6073		D00349	50436176.0	C0071304	CID000003784
2769	DB00275	Olmesartan	D07UBG	158781.0	144689-24-7	CHEMBL1516	ZINC000000538621	48416		D01204	50241364.0	C1098320	CID000158781
2770	DB00276	Amsacrine	D0G9YH	2179.0	51264-14-3	CHEMBL43	ZINC000003812923	2687	C01553	D02321	87351.0	C0002699,C0591085	CID000002179
2771	DB00273	Topiramate	D07VDZ	5284627.0	97240-79-4	CHEMBL220492	ZINC000095616603	63631	C07502	D00537	10887.0	C0076829	CID005284627
2773	DB00279	Liothyronine	D0S6JG	5920.0	6893-02-3	CHEMBL1544	ZINC000003830999	18258	C02465	D08128	18860.0	C0041014	CID000005920
2774	DB00277	Theophylline	D0DF2M	2153.0	58-55-9	CHEMBL190	ZINC000018043251	28177	C07130	D00371	10847.0	C0039771,C0304441	CID000002153
2775	DB00278	Argatroban	D07UWV	152951.0	74863-84-6	CHEMBL1166		94385	C04931	D00181	50038001.0	C0048470,C2698183	CID100002232
2794	DB00283	Clemastine	D0C5XC	26987.0	15686-51-8	CHEMBL1626	ZINC000000402830	3738	C06913	D03535	94606.0	C0008929	CID100002781
2795	DB00280	Disopyramide	D0M4YC	3114.0	3737-09-5	CHEMBL517		4657	C06965	D00303	50028893.0	C0012702	CID000003114
2796	DB00281	Lidocaine	D0X4RN	3676.0	137-58-6	CHEMBL79	ZINC000000020237	6456	C07073	D00358	50017662.0	C0023660	CID000003676
2798	DB00287	Travoprost	D09CZA	5282226.0	157283-68-6	CHEMBL1200799	ZINC000004474682	746859		D01964		C0937916	CID005282226
2799	DB00284	Acarbose	D0AD5C	9811704.0	56180-94-0	CHEMBL1566	ZINC000096309558	2376	C06802	D00216		C0050393	CID100041774
2800	DB00285	Venlafaxine	D0P1UX	5656.0	93413-69-5	CHEMBL637		9943	C07187	D08670	82071.0	C0078569	CID000005656
2801	DB00288	Amcinonide	D06XHC	443958.0	51022-69-6	CHEMBL1200732	ZINC000003977777	31199		D01387		C0051556	CID000443958
2802	DB00289	Atomoxetine	D04CRN	54841.0	83015-26-3	CHEMBL641	ZINC000001842633	127342		D07473	50366567.0	C0076823	CID100054840
2832	DB00210	Adapalene	D0W8JK	60164.0	106685-40-9	CHEMBL1265	ZINC000003784182	31174	ClCH(C	D01112	50048280.0	C0165631	CID000060164
2836	DB00213	Pantoprazole	D0T6XX	4679.0	102625-70-7	CHEMBL1502		7915	C11806	D05353	50241342.0	C0081876	CID000004679
2839	DB00214	Torasemide	D0J9XZ	41781.0	56211-40-6	CHEMBL1148	ZINC000000005823	9637		D00382	64107.0	C0076840	CID000041781
2840	DB01544	Flunitrazepam	D0W2NM	3380.0	1622-62-4	CHEMBL13280	ZINC000003812994	31622		D01230	25878.0	C0016296	CID000003380
2842	DB00211	Midodrine	D02XJY	4195.0	42794-76-3	CHEMBL1201212		6933	C07890	D08220		C0026078	CID000004195
2849	DB00218	Moxifloxacin	D0ZV0Z	152946.0	151096-09-2	CHEMBL32	ZINC000003826253	63611	C07663	D08237	50366824.0	C0536495	CID100004259
2852	DB00215	Citalopram	D0Y5DO	2771.0	59729-33-8	CHEMBL549		77397	C07572	D07704	25870.0	C0008845,C4082527	CID000002771
2855	DB00216	Eletriptan	D02DMQ	77993.0	143322-58-1	CHEMBL1510	ZINC000003823475	50922		D07887	50103594.0	C0759933	CID000077993
2887	DB00220	Nelfinavir	D0L3MP	64143.0	159989-64-7	CHEMBL584	ZINC000003833846	7496	C07257	D08259	518.0	C0525005	CID100004451
2891	DB01551	Dihydrocodeine	D0T6RC	5284543.0	125-28-0	CHEMBL1595	ZINC000004215736	135276		D01481		C0058056	CID005284543
2896	DB00224	Indinavir	D0V7CF	5362440.0	150378-17-9	CHEMBL115	ZINC000022448696	44032	C07051		517.0	C0376637,C2697674	CID005362440
2899	DB00225	Gadodiamide	D02VIT	24847884.0	131410-48-5			37333				C0082646,C4256133	CID100060754
2901	DB00222	Glimepiride	D0B2GI	3476.0	93479-97-1	CHEMBL1481	ZINC000100070954	5383	C07669	D00593	50237590.0	C0061323	CID000003476
2904	DB00223	Diflorasone	D0G7KJ	71415.0	2557-49-5	CHEMBL1201380	ZINC000005752191	59750		D07827		C0304612	CID000071415
2907	DB00228	Enflurane	D0AO9S	3226.0	13838-16-9	CHEMBL1257		4792	C07516	D00543		C0014277,C0594647,C4256131	CID000003226
2911	DB01558	Bromazepam	D0E3FD	2441.0	1812-30-2	CHEMBL277062	ZINC000000001051	31302		D01245		C0006213	CID000002441
2913	DB00227	Lovastatin	D06WTZ	53232.0	75330-75-5	CHEMBL503	ZINC000003812841	40303	C07074	D00359	34168.0	C0024027	CID000053232
2945	DB00231	Temazepam	D04BNP	5391.0	846-50-4	CHEMBL967		9435	C07125	D00370	50408032.0	C0039468	CID000005391
2948	DB00232	Methyclothiazide	D03GVC	4121.0	135-07-9	CHEMBL1577		6847	C07765	D00656		C0025696	CID000004121
2953	DB00230	Pregabalin	D00WUF	5486971.0	148553-50-8	CHEMBL1059	ZINC000000005152	64356		D02716	50164279.0	C0657912	CID005486971
2956	DB00235	Milrinone	D0Y9ZE	4197.0	78415-72-2	CHEMBL189	ZINC000009224016	50693	C07224	D00417	15296.0	C0128513	CID000004197
2962	DB00233	Aminosalicylic acid	D01WJL	4649.0	65-49-6	CHEMBL1169	ZINC000000000922	27565	C02518	D00162	48319.0	C0030125,C4256130	CID000004649
2965	DB00234	Reboxetine	D0N8FQ	127151.0	71620-89-8	CHEMBL383921	ZINC000003996032	135342		D08472		C0168388	CID100065856
2968	DB00239	Oxiconazole	D04GYO	5353853.0	64211-45-6	CHEMBL1262	ZINC000003873295	7825	C08074	D08313	50051844.0	C0069765	CID005353853
2969	DB00237	Butabarbital	D0A4JK	2479.0	125-40-6	CHEMBL449		3228	C07827	D03180		C0006464,C4082289	CID000002479
2971	DB00238	Nevirapine	D0O2EM	4463.0	129618-40-2	CHEMBL57	ZINC000000004778	63613	C07263	D00435	1434.0	C0132326,C4703837	CID000004463
3004	DB00242	Cladribine	D05GJW	20279.0	4291-63-8	CHEMBL1619	ZINC000003798064	567361	CldAdo	D01370	38920.0	C0092801	CID000020279
3006	DB00243	Ranolazine	D03HYQ	56959.0	95635-55-5	CHEMBL1404		87690			50173335.0	C0073633	CID000056959
3008	DB00240	Alclometasone	D0F1EX	5311000.0	67452-97-5	CHEMBL1201361	ZINC000030691420	53776		D07116		C0360534	CID005311000
3012	DB00246	Ziprasidone	D0R1JV	60854.0	146939-27-7	CHEMBL708	ZINC000000538550	10119	C07568	D08687	50048803.0	C0380393	CID100060853
3014	DB00247	Methysergide	D0O6GC	6540428.0	361-37-5	CHEMBL485253		584020	C07199	D02357	50031942.0	C0025842,C0616472,C0616474	CID100004163
3015	DB01577	Metamfetamine	D0P6UB	10836.0	537-46-2	CHEMBL1201201	ZINC000006021043	6809	C07164	D08187	50359499.0	C0025611,C0805891	CID000010836
3016	DB00244	Mesalazine	D0C4YC	4075.0	89-57-6	CHEMBL704	ZINC000000001688	6775	Canasa	D00377	60918.0	C0127615,C0253787	CID000004075
3020	DB00248	Cabergoline	D04EGX	54746.0	81409-90-7	CHEMBL1201087	ZINC000003800008	3286	C08187	D00987	50426497.0	C0107994	CID000054746
3021	DB00249	Idoxuridine	D09PZO	5905.0	54-42-2	CHEMBL788	ZINC000003834173	147675		D00342	50370388.0	C0020811	CID000005905
3022	DB01579	Phendimetrazine	D0T6SU	30487.0	634-03-7	CHEMBL1615439	ZINC000022010387	8059	C07904	D08347		C0070549	CID100012460
3030	DB00290	Bleomycin	D06UVD	5360373.0	11056-06-7	CHEMBL403664		22907	C06854		50122169.0	C0005740,C1511217,C1589326	CID005360373
3031	DB00293	Raltitrexed	D01KKQ	104758.0	112887-68-0	CHEMBL225071	ZINC000003832372	5847	C11372	D01064	18795.0	C0677667	CID000104758
3032	DB00294	Etonogestrel	D02KIU	6917715.0	54048-10-1	CHEMBL1531	ZINC000011680067	50777		D04104	50423516.0	C0047683	CID006917715
3033	DB00291	Chlorambucil	D0V8QT	2708.0	305-03-3	CHEMBL515	ZINC000000001115	28830	C06900	D00266	50003677.0	C0008163,C1516481	CID000002708
3034	DB00292	Etomidate	D02YPG	667484.0	33125-97-2	CHEMBL681	ZINC000000001408	4910	C07522	D00548	50125935.0	C0015131	CID100036339
3035	DB00297	Bupivacaine	D0A0FL	2474.0	38396-39-3	CHEMBL1098		77431	C07529	D07552	50350790.0	C0006400	CID000002474
3037	DB00295	Morphine	D0WE3O	5288826.0	57-27-2	CHEMBL70	ZINC000003812983	17303	C01516	D08233	50000092.0	C0026549,C0070108	CID005288826
3038	DB00296	Ropivacaine	D09RHQ	175805.0	84057-95-4	CHEMBL1077896	ZINC000000897002	8890	C07532	D08490	50239375.0	C0073571	CID100071273
3039	DB00299	Penciclovir	D07BYK	4725.0	39809-25-1	CHEMBL1540	ZINC000000001899	7956	C07417	D05407	50210804.0	C0164815	CID000004725
3060	DB12293	Nefopam	D05AFX	4450.0	13669-70-0	CHEMBL465026		88318			50237616.0	C0027556	CID000004450
3102	DB01624	Zuclopenthixol	D0I8LU	5311507.0	53772-83-1	CHEMBL53904	ZINC000000601293	51364		D03556	79209.0	C0376160	CID005311507
3104	DB01623	Thiothixene	D0E0LQ	941651.0	3313-26-6	CHEMBL1201	ZINC000030690433	9571		D00374	78576.0	C0039955	CID000941651
3107	DB01628	Etoricoxib	D09MGR	123619.0	202409-33-4	CHEMBL416146	ZINC000000579472	6339	C11718	D03710	50072064.0	C0972314	CID000123619
3109	DB01627	Lincomycin	D0Q0EX	3000540.0	154-21-2	CHEMBL1447	ZINC000003982483	6472	C06812	D00223	50335522.0	C0023726	CID100003928
3132	DB00301	Flucloxacillin	D0Q2AT	21319.0	5250-39-5	CHEMBL222645	ZINC000004102187	5098	C11748	D04196	50370590.0	C0016267	CID000021319
3135	DB00302	Tranexamic acid	D05HXX	5526.0	1197-18-8	CHEMBL877	ZINC000100071256	48669		D01136	50428067.0	C0040613	CID000005526
3140	DB00300	Tenofovir disoproxil	D0R3FP	5481350.0	201341-05-1	CHEMBL1538	ZINC000003929022	63717			77145.0	C0673857,C0963398	CID005481350
3143	DB00305	Mitomycin	D0Y0GH	5746.0	50-07-7	CHEMBL105	ZINC000030726187	27504	C06681	D00208	50428658.0	C0002475,C0702049,C0702050	CID000005746
3148	DB00303	Ertapenem	D0Q1MS	150610.0	153832-46-3	CHEMBL1359	ZINC000003918453	404903		D07908		C1120106	CID000150610
3151	DB00304	Desogestrel	D06CGB	40973.0	54024-22-5	CHEMBL1533	ZINC000004097416	4453	C07629	D02367	50423510.0	C0057558	CID000040973
3155	DB00307	Bexarotene	D0N0RU	82146.0	153559-49-0	CHEMBL1023	ZINC000001539579	50859		D03106	50032675.0	C0765273	CID000082146
3157	DB00308	Ibutilide	D02MLW	60753.0	122647-31-8	CHEMBL533		5856	C07753	D00648	50131432.0	C0082966	CID100060752
3158	DB01638	Sorbitol	D09MXS	5780.0	50-70-4	CHEMBL1682	ZINC000018279893	17924	C00794	D00096		C0037688	CID000005780
3183	DB00312	Pentobarbital	D0F0YZ	4737.0	76-74-4	CHEMBL448		7983	C07422	D00499	50055935.0	C0030883,C4256112	CID000004737
3186	DB00313	Valproic acid	D0Y3KG	3121.0	99-66-1	CHEMBL109	ZINC000003008621	39867	C07185	D00399	50003616.0	C0042291,C0080356	CID000003121
3189	DB00310	Chlorthalidone	D09NIA	2732.0	77-36-1	CHEMBL1055		3654		D00272	25900.0	C0008294	CID000002732
3195	DB00316	Acetaminophen	D0U5QK	1983.0	103-90-2	CHEMBL112	ZINC000013550868	46195	C06804	D00217	26197.0	C0000970,C1258986,C1950939	CID000001983
3198	DB00317	Gefitinib	D09XZB	123631.0	184475-35-2	CHEMBL939	ZINC000019632614	49668		D01977	5447.0	C1122962	CID000123631
3201	DB00314	Capreomycin	D0E7MV	3000502.0	11003-38-6	CHEMBL2303634		3371	C01790	D00135		C0262964	CID100002547
3204	DB00315	Zolmitriptan	D0NG7O	60857.0	139264-17-8	CHEMBL1185	ZINC000000015515	10124	C07218	D00415	50033383.0	C0528166	CID000060857
3207	DB00318	Codeine	D03DIG	5284371.0	76-57-3	CHEMBL485	ZINC000003806721	16714	C06174	D03580	50105098.0	C0009214,C0770426,C3848586	CID005284371
3208	DB00319	Piperacillin	D04ZAH	43672.0	66258-76-2	CHEMBL702	ZINC000003913937	8232	C14034	D00466	50240426.0	C0031955,C1882383	CID000043672
3242	DB00320	Dihydroergotamine	D0V3ZA	10531.0	511-12-6	CHEMBL1732	ZINC000003978005	4562	C07798	D07837	50295557.0	C0012291	CID000010531
3246	DB00323	Tolcapone	D0Y7PG	4659569.0	134308-13-7	CHEMBL1324	ZINC000035342789	63630	C07949	D00786	50108877.0	C0246330	CID004659569
3249	DB00324	Fluorometholone	D0P0HT	9878.0	426-13-1	CHEMBL1200600	ZINC000118912517	31625		D01367	50103631.0	C0016351	CID000009878
3251	DB00321	Amitriptyline	D0Y5UG	2160.0	50-48-6	CHEMBL629	ZINC000000968257	2666	C06824	D07448	50020712.0	C0002600	CID000002160
3253	DB00322	Floxuridine	D0TS1Z	5790.0	50-91-9	CHEMBL917	ZINC000003813010	60761	C11736	D04197	50340678.0	C0016343,C3495433	CID000005790
3256	DB00327	Hydromorphone	D04JHN	5284570.0	466-99-9	CHEMBL398707	ZINC000000402954	5790	C07042	D08047	50241341.0	C0012306,C1512536	CID005284570
3258	DB00328	Indomethacin	D0R1RS	3715.0	53-86-1	CHEMBL6	ZINC000000601283	49662	C01926	D00141	17638.0	C0021246	CID000003715
3261	DB00325	Nitroprusside	D00PLV	11963622.0	15078-28-1	CHEMBL2097081		7596	C07269		50377921.0	C0028193	CID111947681
3265	DB01656	Roflumilast	D0R4UW	449193.0	162401-32-3	CHEMBL193240	ZINC000000592419	47657		D05744	14774.0	C0965618	CID000449193
3307	DB01600	Tiaprofenic acid	D0S7VO	5468.0	33005-95-7	CHEMBL365795		32221		D01325	223313.0	C0076653	CID000005468
3318	DB01608	Periciazine	D00AWT	4747.0	2622-26-6	CHEMBL251940	ZINC000000538159	31981		D01485	50346422.0	C0033459	CID000004747
3325	DB01609	Deferasirox	D0Q5UQ	5493381.0	201530-41-8	CHEMBL550348	ZINC000001481815	49005		D03669	50088376.0	C1619629	CID005493381
3337	DB01611	Hydroxychloroquine	D0OJ4L	3652.0	118-42-3	CHEMBL1535		5801	C07043	D08050		C0020336	CID000003652
3339	DB01610	Valganciclovir	D06GWF	64147.0	175865-60-8	CHEMBL1201314		63635		D02495		C0909381	CID000064147
3350	DB01618	Molindone	D09TPF	23897.0	7416-34-4	CHEMBL460		6965	C07230	D08226	50130290.0	C0026388	CID000023897
3382	DB00370	Mirtazapine	D05ZIK	4205.0	85650-52-8	CHEMBL654		6950	C07570	D00563	50115644.0	C0049506	CID000004205
3383	DB00371	Meprobamate	D0Y4AW	4064.0	57-53-4	CHEMBL979	ZINC000001530701	6761		D00376		C0025386,C4256095	CID000004064
3384	DB00374	Treprostinil	D01WUA	6918140.0	81846-19-7	CHEMBL1237119	ZINC000003800475	50861		D06213		C1145760	CID006918140
3385	DB00375	Colestipol	D0NJ4H	62816.0	26658-42-4	CHEMBL1909303	ZINC3881558	75092	C06925		26658.0	C0009279	CID000062816
3387	DB00373	Timolol	D05UVD	33624.0	26839-75-8	CHEMBL499	ZINC000000002176	9599	C07141	D00378	50292219.0	C0040233,C2983887	CID000033624
3389	DB00379	Mexiletine	D0X0RI	4178.0	31828-71-4	CHEMBL558		6916	C07220	D08215	50117271.0	C0025887	CID000004178
3390	DB00376	Trihexyphenidyl	D09GFL	5572.0	144-11-6	CHEMBL1490		9720	C07171	D08638	81462.0	C0041009	CID000005572
3391	DB00377	Palonosetron	D04FVU	6337614.0	135729-56-5	CHEMBL1189679	ZINC000003795819	85161		D07175	50417287.0	C0220578	CID006337614
3419	DB00381	Amlodipine	D08JIV	2162.0	88150-42-9	CHEMBL1491		2668	C06825	D07450	50088383.0	C0051696	CID000002162
3421	DB00380	Dexrazoxane	D07XVN	71384.0	24584-09-6	CHEMBL1738	ZINC000087515509	50223		D03730		C0086444	CID000071384
3422	DB00385	Valrubicin	D07IPB	454216.0	56124-62-0	CHEMBL1096885	ZINC000049783788	135876		D02697		C0068314	CID100041744
3424	DB00384	Triamterene	D00NKB	5546.0	396-01-0	CHEMBL585	ZINC000000120286	9671		D00386	6644.0	C0040869,C4256092	CID000005546
3425	DB00389	Carbimazole	D02CKX	31072.0	22232-54-8	CHEMBL508102	ZINC000000001091	617099	C07615	D07616	50275889.0	C0006983	CID000031072
3427	DB00388	Phenylephrine	D0O6IU	6041.0	59-42-7	CHEMBL1215	ZINC000000113355	8093	C07441	D08365	50067212.0	C0031469	CID000006041
3449	DB00393	Nimodipine	D0XN1F	4497.0	66085-59-4	CHEMBL1428		7575	C07267	D00438	50101971.0	C0028094	CID000004497
